time,energy
1.778674191941533138e+02,8.725792146357554957e-01
1.779090938471978802e+02,8.728603444626172880e-01
1.779507685002424182e+02,8.731497338102369721e-01
1.779924431532869846e+02,8.734473018846415915e-01
1.780341178063315510e+02,8.737529664715557587e-01
1.780757924593760890e+02,8.740666411857747065e-01
1.781174671124206554e+02,8.743882384390398999e-01
1.781591417654651934e+02,8.747176668249737608e-01
1.782008164185097598e+02,8.750548333568167747e-01
1.782424910715542978e+02,8.753996420718737070e-01
1.782841657245988642e+02,8.757519946491473251e-01
1.783258403776434022e+02,8.761117908342224148e-01
1.783675150306879686e+02,8.764789271872885923e-01
1.784091896837325066e+02,8.768532991972863844e-01
1.784508643367770730e+02,8.772347986598976188e-01
1.784925389898216110e+02,8.776233166616326242e-01
1.785342136428661775e+02,8.780187406435615571e-01
1.785758882959107439e+02,8.784209570706957848e-01
1.786175629489552819e+02,8.788298493733333050e-01
1.786592376019998483e+02,8.792452992262815847e-01
1.787009122550443863e+02,8.796671862156471011e-01
1.787425869080889527e+02,8.800953871978042242e-01
1.787842615611334907e+02,8.805297778486504967e-01
1.788259362141780571e+02,8.809702303385613664e-01
1.788676108672225951e+02,8.814166161587759785e-01
1.789092855202671615e+02,8.818688030287601398e-01
1.789509601733116995e+02,8.823266578679266336e-01
1.789926348263562659e+02,8.827900441699042533e-01
1.790343094794008039e+02,8.832588239129375296e-01
1.790759841324453703e+02,8.837328564587421109e-01
1.791176587854899367e+02,8.842119986073136984e-01
1.791593334385344747e+02,8.846961054720745565e-01
1.792010080915790411e+02,8.851850286235214416e-01
1.792426827446235791e+02,8.856786185972606029e-01
1.792843573976681455e+02,8.861767218411893410e-01
1.793260320507126835e+02,8.866791838480527765e-01
1.793677067037572499e+02,8.871858461117472228e-01
1.794093813568017879e+02,8.876965486115747650e-01
1.794510560098463543e+02,8.882111279931912406e-01
1.794927306628908923e+02,8.887294183793298386e-01
1.795344053159354587e+02,8.892512515104207260e-01
1.795760799689799967e+02,8.897764555220206706e-01
1.796177546220245631e+02,8.903048569978697646e-01
1.796594292750691295e+02,8.908362781734171509e-01
1.797011039281136675e+02,8.913705400828436654e-01
1.797427785811582339e+02,8.919074592915899879e-01
1.797844532342027719e+02,8.924468508705147851e-01
1.798261278872473383e+02,8.929885259661747288e-01
1.798678025402918763e+02,8.935322933946330259e-01
1.799094771933364427e+02,8.940779590383323150e-01
1.799511518463809807e+02,8.946253254007864308e-01
1.799928264994255471e+02,8.951741930966492511e-01
1.800345011524700851e+02,8.957243585302723243e-01
1.800761758055146515e+02,8.962756169083998525e-01
1.801178504585591895e+02,8.968277589712405629e-01
1.801595251116037559e+02,8.973805743421172654e-01
1.802011997646483223e+02,8.979338486392085539e-01
1.802428744176928603e+02,8.984873658343707215e-01
1.802845490707374267e+02,8.990409069415571386e-01
1.803262237237819647e+02,8.995942504504115256e-01
1.803678983768265311e+02,9.001471731710997126e-01
1.804095730298710691e+02,9.006994485838973885e-01
1.804512476829156356e+02,9.012508495634653505e-01
1.804929223359601735e+02,9.018011453341234773e-01
1.805345969890047400e+02,9.023501050429245662e-01
1.805762716420492779e+02,9.028974945894616688e-01
1.806179462950938444e+02,9.034430796719266077e-01
1.806596209481383823e+02,9.039866238331321080e-01
1.807012956011829488e+02,9.045278898107600440e-01
1.807429702542275152e+02,9.050666396728448415e-01
1.807846449072720532e+02,9.056026339846603435e-01
1.808263195603166196e+02,9.061356340806075993e-01
1.808679942133611576e+02,9.066653994452809062e-01
1.809096688664057240e+02,9.071916913144297823e-01
1.809513435194502620e+02,9.077142694010804647e-01
1.809930181724948284e+02,9.082328954806812016e-01
1.810346928255393664e+02,9.087473308767299862e-01
1.810763674785839328e+02,9.092573386846619643e-01
1.811180421316284708e+02,9.097626831458698327e-01
1.811597167846730372e+02,9.102631297069756489e-01
1.812013914377175752e+02,9.107584466657657751e-01
1.812430660907621416e+02,9.112484031336595125e-01
1.812847407438066796e+02,9.117327724281432122e-01
1.813264153968512460e+02,9.122113288578451717e-01
1.813680900498958124e+02,9.126838516288956482e-01
1.814097647029403504e+02,9.131501218597162239e-01
1.814514393559849168e+02,9.136099255509524397e-01
1.814931140090294548e+02,9.140630521600938696e-01
1.815347886620740212e+02,9.145092955490429221e-01
1.815764633151185592e+02,9.149484548323101318e-01
1.816181379681631256e+02,9.153803330214975720e-01
1.816598126212076636e+02,9.158047399485395035e-01
1.817014872742522300e+02,9.162214892515291309e-01
1.817431619272967680e+02,9.166304023317675131e-01
1.817848365803413344e+02,9.170313049979582631e-01
1.818265112333858724e+02,9.174240309837276008e-01
1.818681858864304388e+02,9.178084197130895738e-01
1.819098605394750052e+02,9.181843180622148992e-01
