time,zone
0.0,2
0.04167465304455326,2
0.08334930608910653,2
0.1250239591336598,2
0.16669861217821305,2
0.2083732652227663,2
0.2500479182673196,2
0.29172257131187285,2
0.3333972243564261,2
0.37507187740097936,2
0.4167465304455326,2
0.4584211834900858,2
0.5000958365346392,2
0.5417704895791924,2
0.5834451426237457,2
0.6251197956682989,2
0.6667944487128522,2
0.7084691017574055,2
0.7501437548019587,2
0.791818407846512,2
0.8334930608910652,2
0.8751677139356185,2
0.9168423669801716,2
0.9585170200247252,2
1.0001916730692784,2
1.0418663261138317,2
1.0835409791583848,2
1.125215632202938,2
1.1668902852474912,2
1.2085649382920447,2
1.2502395913365976,2
1.291914244381151,2
1.3335888974257044,2
1.3752635504702575,2
1.416938203514811,2
1.458612856559364,2
1.5002875096039174,2
1.5419621626484707,2
1.583636815693024,2
1.6253114687375771,2
1.6669861217821305,2
1.7086607748266835,2
1.750335427871237,2
1.7920100809157904,2
1.8336847339603433,2
1.8753593870048968,2
1.91703404004945,2
1.9587086930940032,2
2.0003833461385567,2
2.04205799918311,2
2.0837326522276634,2
2.1254073052722164,2
2.1670819583167695,2
2.208756611361323,2
2.250431264405876,2
2.2921059174504292,2
2.3337805704949828,2
2.375455223539536,2
2.4171298765840894,2
2.4588045296286425,2
2.5004791826731956,2
2.542153835717749,2
2.583828488762302,2
2.6255031418068557,2
2.667177794851409,2
2.708852447895962,2
2.750527100940515,2
2.7922017539850685,2
2.833876407029622,2
2.875551060074175,2
2.917225713118728,2
2.958900366163282,2
3.000575019207835,2
3.0422496722523884,2
3.0839243252969415,2
3.1255989783414946,2
3.167273631386048,2
3.208948284430601,2
3.2506229374751543,2
3.292297590519708,2
3.333972243564261,2
3.3756468966088145,2
3.4173215496533675,2
3.4589962026979206,2
3.500670855742474,2
3.5423455087870273,2
3.584020161831581,2
3.6256948148761334,2
3.6673694679206874,2
3.70904412096524,2
3.7507187740097936,2
3.792393427054347,2
3.8340680800989,2
3.8757427331434537,2
3.9174173861880064,2
3.95909203923256,2
4.0007666922771135,2
4.0424413453216665,2
4.08411599836622,2
4.125790651410773,2
4.167465304455327,2
4.20913995749988,2
4.250814610544433,2
4.292489263588986,2
4.334163916633539,2
4.375838569678093,2
4.417513222722646,2
4.459187875767199,2
4.500862528811752,2
4.542537181856305,2
4.5842118349008585,2
4.6258864879454125,2
4.6675611409899656,2
4.709235794034519,2
4.750910447079072,2
4.792585100123625,2
4.834259753168179,2
4.875934406212732,2
4.917609059257285,2
4.959283712301838,2
5.000958365346391,2
5.042633018390945,2
5.084307671435498,2
5.125982324480051,2
5.167656977524604,2
5.2093316305691575,2
5.2510062836137115,2
5.292680936658265,2
5.334355589702818,2
5.376030242747371,2
5.417704895791924,2
5.459379548836478,2
5.50105420188103,2
5.542728854925584,2
5.584403507970137,2
5.62607816101469,2
5.667752814059244,2
5.709427467103797,2
5.75110212014835,2
5.792776773192903,2
5.834451426237456,2
5.8761260792820105,2
5.917800732326564,2
5.959475385371117,2
6.00115003841567,2
6.042824691460223,2
6.084499344504777,2
6.12617399754933,2
6.167848650593883,2
6.209523303638436,2
6.251197956682989,2
6.292872609727542,2
6.334547262772096,2
6.376221915816649,2
6.417896568861202,2
6.4595712219057555,2
6.501245874950309,2
6.542920527994863,2
6.584595181039416,2
6.626269834083969,2
6.667944487128522,2
6.709619140173075,2
6.751293793217629,2
6.792968446262182,2
6.834643099306735,2
6.876317752351288,2
6.917992405395841,2
6.959667058440395,2
7.001341711484948,2
7.043016364529501,2
7.0846910175740545,2
7.126365670618608,2
7.168040323663162,2
7.2097149767077156,2
7.251389629752267,2
7.293064282796821,2
7.334738935841375,2
7.376413588885928,2
7.418088241930482,2
7.459762894975033,2
7.501437548019587,2
7.543112201064141,2
7.584786854108694,2
7.626461507153248,2
7.6681361601978,2
7.7098108132423535,2
7.7514854662869075,2
7.793160119331461,2
7.834834772376013,2
7.876509425420567,2
7.91818407846512,2
7.959858731509674,2
8.001533384554227,2
8.04320803759878,2
8.084882690643333,2
8.126557343687887,2
8.16823199673244,2
8.209906649776993,2
8.251581302821545,2
8.2932559558661,2
8.334930608910653,2
8.376605261955206,2
8.41827991499976,2
8.459954568044312,2
8.501629221088866,2
8.54330387413342,2
8.584978527177972,2
8.626653180222526,2
8.668327833267078,2
8.710002486311632,2
8.751677139356186,2
8.793351792400738,2
8.835026445445292,2
8.876701098489844,2
8.918375751534398,2
8.96005040457895,2
9.001725057623505,2
9.043399710668059,2
9.08507436371261,2
9.126749016757165,2
9.168423669801717,2
9.210098322846271,2
9.251772975890825,2
9.293447628935375,2
9.335122281979933,2
9.376796935024485,2
9.418471588069037,2
9.460146241113591,2
9.501820894158143,2
9.543495547202696,2
9.585170200247248,2
9.626844853291805,2
9.668519506336358,2
9.710194159380908,2
9.751868812425464,2
9.793543465470018,2
9.83521811851457,2
9.876892771559124,2
9.918567424603676,2
9.96024207764823,2
10.001916730692782,2
10.043591383737336,2
10.08526603678189,2
10.126940689826442,2
10.168615342870996,2
10.210289995915549,2
10.251964648960103,2
10.293639302004657,2
10.335313955049209,2
10.376988608093763,2
10.418663261138313,2
10.460337914182867,2
10.502012567227421,2
10.543687220271975,2
10.585361873316527,2
10.62703652636108,2
10.668711179405635,2
10.710385832450187,2
10.75206048549474,2
10.793735138539295,2
10.835409791583848,2
10.8770844446284,2
10.918759097672956,2
10.960433750717508,2
11.00210840376206,2
11.043783056806612,2
11.085457709851168,2
11.12713236289572,2
11.168807015940274,2
11.210481668984828,2
11.25215632202938,2
11.293830975073934,2
11.335505628118488,2
11.37718028116304,2
11.418854934207594,2
11.460529587252147,2
11.5022042402967,2
11.543878893341255,2
11.585553546385807,2
11.62722819943036,2
11.668902852474911,2
11.710577505519465,2
11.75225215856402,2
11.793926811608571,2
11.835601464653127,2
11.87727611769768,2
11.918950770742232,2
11.960625423786787,2
12.00230007683134,2
12.043974729875892,2
12.085649382920444,2
12.127324035965,2
12.168998689009552,2
12.210673342054104,2
12.25234799509866,2
12.294022648143212,2
12.335697301187764,2
12.37737195423232,2
12.419046607276872,2
12.460721260321426,2
12.502395913365978,2
12.544070566410532,2
12.585745219455085,2
12.627419872499638,2
12.669094525544192,2
12.710769178588745,2
12.752443831633299,2
12.79411848467785,2
12.835793137722405,2
12.877467790766959,2
12.919142443811513,2
12.960817096856063,2
13.002491749900615,2
13.044166402945171,2
13.085841055989723,2
13.127515709034276,2
13.169190362078831,2
13.210865015123384,2
13.252539668167936,2
13.294214321212491,2
13.335888974257044,2
13.377563627301596,2
13.419238280346148,2
13.460912933390704,2
13.502587586435256,2
13.54426223947981,2
13.585936892524364,2
13.627611545568916,2
13.66928619861347,2
13.710960851658024,2
13.752635504702576,2
13.79431015774713,2
13.835984810791683,2
13.877659463836236,2
13.91933411688079,2
13.961008769925343,2
14.002683422969897,2
14.044358076014449,2
14.086032729059003,2
14.127707382103557,2
14.169382035148107,2
14.211056688192661,2
14.252731341237215,2
14.294405994281767,2
14.336080647326323,2
14.377755300370875,2
14.419429953415428,2
14.46110460645998,2
