feature,time
bar_boundaries,0.9287981859410431
bar_boundaries,3.3436734693877552
bar_boundaries,5.758548752834467
bar_boundaries,8.126984126984127
bar_boundaries,10.541859410430838
bar_boundaries,12.956734693877552
bar_boundaries,15.371609977324264
bar_boundaries,17.740045351473924
bar_boundaries,20.154920634920636
bar_boundaries,22.84843537414966
bar_boundaries,25.26331065759637
bar_boundaries,27.631746031746033
bar_boundaries,30.046621315192745
bar_boundaries,32.46149659863946
bar_boundaries,34.82993197278912
bar_boundaries,37.24480725623583
bar_boundaries,39.65968253968254
bar_boundaries,42.074557823129254
bar_boundaries,44.44299319727891
bar_boundaries,46.85786848072562
bar_boundaries,49.27274376417233
bar_boundaries,51.641179138321995
bar_boundaries,54.05605442176871
bar_boundaries,56.42448979591837
bar_boundaries,58.83936507936508
bar_boundaries,61.25424036281179
bar_boundaries,63.669115646258504
bar_boundaries,66.03755102040816
bar_boundaries,68.45242630385488
bar_boundaries,70.86730158730158
bar_boundaries,73.23573696145125
bar_boundaries,75.65061224489796
bar_boundaries,78.06548752834468
bar_boundaries,80.43392290249433
bar_boundaries,82.84879818594105
bar_boundaries,85.26367346938775
bar_boundaries,87.63210884353741
bar_boundaries,90.04698412698413
bar_boundaries,92.46185941043083
bar_boundaries,94.8302947845805
bar_boundaries,97.2451700680272
bar_boundaries,99.66004535147393
bar_boundaries,102.07492063492063
bar_boundaries,104.4433560090703
bar_boundaries,106.858231292517
bar_boundaries,109.27310657596372
bar_boundaries,111.64154195011338
bar_boundaries,114.0564172335601
bar_boundaries,116.4712925170068
bar_boundaries,118.83972789115646
bar_boundaries,121.25460317460318
bar_boundaries,123.66947845804988
bar_boundaries,126.03791383219955
bar_boundaries,128.45278911564625
bar_boundaries,130.86766439909297
bar_boundaries,133.23609977324264
bar_boundaries,135.65097505668933
bar_boundaries,138.06585034013605
bar_boundaries,140.43428571428572
bar_boundaries,142.84916099773244
bar_boundaries,145.26403628117913
bar_boundaries,147.67891156462585
bar_boundaries,150.04734693877552
bar_boundaries,152.4622222222222
bar_boundaries,154.87709750566893
bar_boundaries,157.2455328798186
bar_boundaries,159.66040816326532
bar_boundaries,162.075283446712
bar_boundaries,164.49015873015873
bar_boundaries,166.8585941043084
bar_boundaries,169.2734693877551
bar_boundaries,171.64190476190475
bar_boundaries,174.05678004535147
bar_boundaries,176.4716553287982
bar_boundaries,178.84009070294783
bar_boundaries,181.25496598639455
bar_boundaries,183.66984126984127
bar_boundaries,186.03827664399094
bar_boundaries,188.45315192743763
bar_boundaries,190.86802721088435
bar_boundaries,193.23646258503402
bar_boundaries,195.65133786848074
bar_boundaries,198.06621315192743
bar_boundaries,200.48108843537415
bar_boundaries,202.84952380952382
bar_boundaries,205.26439909297054
bar_boundaries,207.67927437641723
bar_boundaries,210.0477097505669
bar_boundaries,212.4625850340136
bar_boundaries,214.8774603174603
bar_boundaries,217.24589569160997
bar_boundaries,219.6607709750567
bar_boundaries,222.0756462585034
bar_boundaries,224.44408163265305
bar_boundaries,226.85895691609977
bar_boundaries,229.2738321995465
bar_boundaries,231.64226757369613
bar_boundaries,234.05714285714285
bar_boundaries,236.47201814058957
bar_boundaries,238.84045351473924
bar_boundaries,241.25532879818593
bar_boundaries,243.67020408163265
bar_boundaries,246.03863945578232
bar_boundaries,248.45351473922904
bar_boundaries,250.86839002267573
bar_boundaries,253.2368253968254
bar_boundaries,255.6517006802721
bar_boundaries,258.06657596371883
bar_boundaries,260.4350113378685
bar_boundaries,262.8498866213152
bar_boundaries,265.2647619047619
bar_boundaries,267.67963718820863
bar_boundaries,270.0480725623583
bar_boundaries,272.462947845805
bar_boundaries,274.8778231292517
bar_boundaries,277.24625850340135
bar_boundaries,279.6611337868481
bar_boundaries,282.0760090702948
bar_boundaries,284.4908843537415
bar_boundaries,286.85931972789115
bar_boundaries,289.2741950113379
bar_boundaries,291.6426303854875
bar_boundaries,294.05750566893425
bar_boundaries,296.47238095238095
bar_boundaries,298.8408163265306
bar_boundaries,301.2556916099773
bar_boundaries,303.67056689342405
bar_boundaries,306.0390022675737
bar_boundaries,308.4538775510204
bar_boundaries,310.8687528344671
bar_boundaries,313.2371882086168
bar_boundaries,315.6520634920635
bar_boundaries,318.0669387755102
bar_boundaries,320.4353741496599
bar_boundaries,322.85024943310657
bar_boundaries,325.2651247165533
bar_boundaries,327.68
bar_boundaries,330.0484353741497
bar_boundaries,332.46331065759637
bar_boundaries,334.87818594104306
bar_boundaries,337.2466213151927
bar_boundaries,339.6614965986395
bar_boundaries,342.07637188208616
bar_boundaries,344.44480725623583
section_boundaries,2.786394557823129
section_boundaries,19.458321995464853
section_boundaries,172.89578231292518
section_boundaries,250.82195011337868
section_boundaries,345.4200453514739
onset_times,0.3250793650793651
onset_times,0.37151927437641724
onset_times,0.9287981859410431
onset_times,0.9752380952380952
onset_times,1.253877551020408
onset_times,1.6718367346938776
onset_times,1.7182766439909296
onset_times,2.136235827664399
onset_times,2.7399546485260773
onset_times,3.0650340136054424
onset_times,3.3436734693877552
onset_times,3.622312925170068
onset_times,3.6687528344671203
onset_times,3.947392290249433
onset_times,4.08671201814059
onset_times,4.551111111111111
onset_times,4.829750566893424
onset_times,4.876190476190477
onset_times,5.154829931972789
onset_times,5.433469387755102
onset_times,5.758548752834467
onset_times,5.897868480725624
onset_times,6.03718820861678
onset_times,6.0836281179138325
onset_times,6.362267573696145
onset_times,6.501587301587302
onset_times,6.919546485260771
onset_times,6.965986394557823
onset_times,7.291065759637188
onset_times,7.523265306122449
onset_times,7.569705215419501
onset_times,7.7090249433106575
onset_times,7.848344671201814
onset_times,8.126984126984127
onset_times,8.17342403628118
onset_times,8.312743764172335
onset_times,8.452063492063493
onset_times,8.730702947845804
onset_times,8.916462585034013
onset_times,9.334421768707482
onset_times,9.380861678004536
onset_times,9.659501133786849
onset_times,9.93814058956916
onset_times,10.12390022675737
onset_times,10.541859410430838
onset_times,10.820498866213152
onset_times,10.866938775510205
onset_times,11.284897959183674
onset_times,11.331337868480725
onset_times,11.749297052154194
onset_times,12.07437641723356
onset_times,12.353015873015874
onset_times,12.49233560090703
onset_times,12.631655328798185
onset_times,12.956734693877552
onset_times,13.096054421768708
onset_times,13.235374149659863
onset_times,13.56045351473923
onset_times,13.699773242630386
onset_times,14.117732426303855
onset_times,14.164172335600908
onset_times,14.44281179138322
onset_times,14.721451247165533
onset_times,14.767891156462586
onset_times,14.907210884353741
onset_times,15.046530612244897
onset_times,15.32517006802721
onset_times,15.371609977324264
onset_times,15.51092970521542
onset_times,15.650249433106575
onset_times,15.928888888888888
onset_times,15.975328798185942
onset_times,16.114648526077097
onset_times,16.253968253968253
onset_times,16.532607709750568
onset_times,16.579047619047618
onset_times,16.857687074829933
onset_times,17.136326530612244
onset_times,17.322086167800453
onset_times,17.46140589569161
onset_times,17.740045351473924
onset_times,17.925804988662133
onset_times,18.06512471655329
onset_times,18.3437641723356
onset_times,18.483083900226756
onset_times,18.52952380952381
onset_times,18.668843537414965
onset_times,18.94748299319728
onset_times,19.22612244897959
onset_times,19.272562358276645
onset_times,19.551201814058956
onset_times,19.82984126984127
onset_times,19.87628117913832
onset_times,20.154920634920636
onset_times,20.433560090702947
onset_times,20.619319727891156
onset_times,20.897959183673468
onset_times,21.037278911564627
onset_times,21.36235827664399
onset_times,21.640997732426303
onset_times,21.966077097505668
onset_times,22.105396825396827
onset_times,22.244716553287983
onset_times,22.523356009070294
onset_times,22.569795918367348
onset_times,22.709115646258503
onset_times,22.84843537414966
onset_times,22.987755102040815
onset_times,23.173514739229024
onset_times,23.312834467120183
onset_times,23.45215419501134
onset_times,23.73079365079365
onset_times,23.777233560090703
onset_times,24.055873015873015
onset_times,24.33451247165533
onset_times,24.38095238095238
onset_times,24.52027210884354
onset_times,24.659591836734695
onset_times,24.938231292517006
onset_times,24.98467120181406
onset_times,25.123990929705215
onset_times,25.26331065759637
onset_times,25.402630385487527
onset_times,25.541950113378686
onset_times,25.68126984126984
onset_times,25.727709750566895
onset_times,25.86702947845805
onset_times,26.145668934240362
onset_times,26.470748299319727
onset_times,26.749387755102042
onset_times,26.93514739229025
onset_times,27.028027210884353
onset_times,27.074467120181406
onset_times,27.353106575963718
onset_times,27.492426303854874
onset_times,27.631746031746033
onset_times,27.678185941043083
onset_times,27.817505668934242
onset_times,27.956825396825398
onset_times,28.096145124716553
onset_times,28.23546485260771
onset_times,28.560544217687074
onset_times,28.83918367346939
onset_times,29.164263038548754
onset_times,29.442902494331065
onset_times,29.72154195011338
onset_times,29.76798185941043
onset_times,30.046621315192745
